[INFO ] [Thread:main] 2018-12-19 10:58:24,961 testcore.scenarios.SupportTest.runOncePerSuite:L31 - Central setup completed.
[INFO ] [Thread:main] 2018-12-19 10:58:24,972 testcore.scenarios.SupportTest.runOncePerContext:L36 - Test context setup started for Surefire test test.
[DEBUG] [Thread:main] 2018-12-19 10:58:24,972 central.AppachhiCentral.registerContext:L70 - Loading Test Data File at Path :: /home/ubuntu/Documents/Test/EGov/target/test-classes/data/DESKTOP_WEB/testdata.ini
[INFO ] [Thread:main] 2018-12-19 10:58:24,987 testcore.scenarios.SupportTest.runOncePerContext:L38 - Test context setup completed for Surefire test test.
[INFO ] [Thread:main] 2018-12-19 10:58:25,029 testcore.scenarios.SupportTest.runOncePerMethod:L50 - Set up for test method [fileComplaintCitizen] started.
[DEBUG] [Thread:main] 2018-12-19 10:58:25,046 testcore.scenarios.SupportTest.runOncePerMethod:L51 - Creating agent for DESKTOP_WEB
[DEBUG] [Thread:main] 2018-12-19 10:58:25,048 agent.AgentFactory.createAgent:L16 - Creating agent for: DESKTOP_WEB
[DEBUG] [Thread:Forwarding newSession on session null to remote] 2018-12-19 10:58:27,529 org.apache.http.client.protocol.RequestAddCookies.process:L123 - CookieSpec selected: default
[DEBUG] [Thread:Forwarding newSession on session null to remote] 2018-12-19 10:58:27,535 org.apache.http.client.protocol.RequestAuthCache.process:L77 - Auth cache not set in the context
[DEBUG] [Thread:Forwarding newSession on session null to remote] 2018-12-19 10:58:27,536 org.apache.http.impl.conn.PoolingHttpClientConnectionManager.requestConnection:L255 - Connection request: [route: {}->http://localhost:29806][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
[DEBUG] [Thread:Forwarding newSession on session null to remote] 2018-12-19 10:58:27,544 org.apache.http.impl.conn.PoolingHttpClientConnectionManager.leaseConnection:L288 - Connection leased: [id: 0][route: {}->http://localhost:29806][total kept alive: 0; route allocated: 1 of 2000; total allocated: 1 of 2000]
[DEBUG] [Thread:Forwarding newSession on session null to remote] 2018-12-19 10:58:27,545 org.apache.http.impl.execchain.MainClientExec.execute:L235 - Opening connection {}->http://localhost:29806
[DEBUG] [Thread:Forwarding newSession on session null to remote] 2018-12-19 10:58:27,546 org.apache.http.impl.conn.DefaultHttpClientConnectionOperator.connect:L139 - Connecting to localhost/127.0.0.1:29806
[DEBUG] [Thread:Forwarding newSession on session null to remote] 2018-12-19 10:58:27,546 org.apache.http.impl.conn.DefaultHttpClientConnectionOperator.connect:L146 - Connection established 127.0.0.1:36090<->127.0.0.1:29806
[DEBUG] [Thread:Forwarding newSession on session null to remote] 2018-12-19 10:58:27,547 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.setSocketTimeout:L88 - http-outgoing-0: set socket timeout to 10800000
[DEBUG] [Thread:Forwarding newSession on session null to remote] 2018-12-19 10:58:27,547 org.apache.http.impl.execchain.MainClientExec.execute:L256 - Executing request POST /session HTTP/1.1
[DEBUG] [Thread:Forwarding newSession on session null to remote] 2018-12-19 10:58:27,548 org.apache.http.impl.execchain.MainClientExec.execute:L261 - Target auth state: UNCHALLENGED
[DEBUG] [Thread:Forwarding newSession on session null to remote] 2018-12-19 10:58:27,549 org.apache.http.impl.execchain.MainClientExec.execute:L267 - Proxy auth state: UNCHALLENGED
[DEBUG] [Thread:Forwarding newSession on session null to remote] 2018-12-19 10:58:27,550 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onRequestSubmitted:L133 - http-outgoing-0 >> POST /session HTTP/1.1
[DEBUG] [Thread:Forwarding newSession on session null to remote] 2018-12-19 10:58:27,550 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onRequestSubmitted:L136 - http-outgoing-0 >> Content-Type: application/json; charset=utf-8
[DEBUG] [Thread:Forwarding newSession on session null to remote] 2018-12-19 10:58:27,550 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onRequestSubmitted:L136 - http-outgoing-0 >> Content-Length: 737
[DEBUG] [Thread:Forwarding newSession on session null to remote] 2018-12-19 10:58:27,551 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onRequestSubmitted:L136 - http-outgoing-0 >> Host: localhost:29806
