[INFO ] [Thread:main] 2018-12-31 11:48:25,580 testcore.scenarios.SupportTest.runOncePerSuite:L30 - Central setup completed.
[DEBUG] [Thread:Forwarding get on session ebf4d99dbe26378ca1f44c06f16bfee7 to remote] 2018-12-31 11:48:37,822 org.apache.http.impl.conn.Wire.wire:L87 - http-outgoing-0 << "[read] I/O error: Read timed out"
[DEBUG] [Thread:Forwarding get on session ebf4d99dbe26378ca1f44c06f16bfee7 to remote] 2018-12-31 11:48:37,822 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.setSocketTimeout:L88 - http-outgoing-0: set socket timeout to 10800000
[DEBUG] [Thread:Forwarding get on session ebf4d99dbe26378ca1f44c06f16bfee7 to remote] 2018-12-31 11:48:37,822 org.apache.http.impl.execchain.MainClientExec.execute:L256 - Executing request POST /session/ebf4d99dbe26378ca1f44c06f16bfee7/url HTTP/1.1
[DEBUG] [Thread:Forwarding get on session ebf4d99dbe26378ca1f44c06f16bfee7 to remote] 2018-12-31 11:48:37,822 org.apache.http.impl.execchain.MainClientExec.execute:L261 - Target auth state: UNCHALLENGED
[DEBUG] [Thread:Forwarding get on session ebf4d99dbe26378ca1f44c06f16bfee7 to remote] 2018-12-31 11:48:37,822 org.apache.http.impl.execchain.MainClientExec.execute:L267 - Proxy auth state: UNCHALLENGED
[DEBUG] [Thread:Forwarding get on session ebf4d99dbe26378ca1f44c06f16bfee7 to remote] 2018-12-31 11:48:37,822 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onRequestSubmitted:L133 - http-outgoing-0 >> POST /session/ebf4d99dbe26378ca1f44c06f16bfee7/url HTTP/1.1
[DEBUG] [Thread:Forwarding get on session ebf4d99dbe26378ca1f44c06f16bfee7 to remote] 2018-12-31 11:48:37,822 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onRequestSubmitted:L136 - http-outgoing-0 >> Content-Type: application/json; charset=utf-8
[DEBUG] [Thread:Forwarding get on session ebf4d99dbe26378ca1f44c06f16bfee7 to remote] 2018-12-31 11:48:37,822 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onRequestSubmitted:L136 - http-outgoing-0 >> Content-Length: 67
[DEBUG] [Thread:Forwarding get on session ebf4d99dbe26378ca1f44c06f16bfee7 to remote] 2018-12-31 11:48:37,822 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onRequestSubmitted:L136 - http-outgoing-0 >> Host: localhost:4693
[DEBUG] [Thread:Forwarding get on session ebf4d99dbe26378ca1f44c06f16bfee7 to remote] 2018-12-31 11:48:37,822 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onRequestSubmitted:L136 - http-outgoing-0 >> Connection: Keep-Alive
[DEBUG] [Thread:Forwarding get on session ebf4d99dbe26378ca1f44c06f16bfee7 to remote] 2018-12-31 11:48:37,822 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onRequestSubmitted:L136 - http-outgoing-0 >> User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_172)
[DEBUG] [Thread:Forwarding get on session ebf4d99dbe26378ca1f44c06f16bfee7 to remote] 2018-12-31 11:48:37,822 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onRequestSubmitted:L136 - http-outgoing-0 >> Accept-Encoding: gzip,deflate
[DEBUG] [Thread:Forwarding get on session ebf4d99dbe26378ca1f44c06f16bfee7 to remote] 2018-12-31 11:48:37,822 org.apache.http.impl.conn.Wire.wire:L73 - http-outgoing-0 >> "POST /session/ebf4d99dbe26378ca1f44c06f16bfee7/url HTTP/1.1[\r][\n]"
[DEBUG] [Thread:Forwarding get on session ebf4d99dbe26378ca1f44c06f16bfee7 to remote] 2018-12-31 11:48:37,822 org.apache.http.impl.conn.Wire.wire:L73 - http-outgoing-0 >> "Content-Type: application/json; charset=utf-8[\r][\n]"
[DEBUG] [Thread:Forwarding get on session ebf4d99dbe26378ca1f44c06f16bfee7 to remote] 2018-12-31 11:48:37,822 org.apache.http.impl.conn.Wire.wire:L73 - http-outgoing-0 >> "Content-Length: 67[\r][\n]"
